,pop_grid_pop,geometry,pop_grid_id
14,,"POLYGON ((303454.75044036435 1032617.651461807, 304370.2605577708 1032613.0213863354, 304365.61185879225 1031691.2695563481, 303450.0799585015 1031695.8956461502, 303454.75044036435 1032617.651461807))",14
15,,"POLYGON ((304370.2605577708 1032613.0213863354, 305285.76672595186 1032608.4129555294, 305281.13980937534 1031686.6650925814, 304365.61185879225 1031691.2695563481, 304370.2605577708 1032613.0213863354))",15
16,,"POLYGON ((305285.76672595186 1032608.4129555294, 306201.2689634105 1032603.826168911, 306196.66382875585 1031682.0822543724, 305281.13980937534 1031686.6650925814, 305285.76672595186 1032608.4129555294))",16
17,,"POLYGON ((306201.2689634105 1032603.826168911, 307116.76728864916 1032599.2610260043, 307112.1839354386 1031677.5210412458, 306196.66382875585 1031682.0822543724, 306201.2689634105 1032603.826168911))",17
18,,"POLYGON ((307116.76728864916 1032599.2610260043, 308032.2617201699 1032594.7175263357, 308027.7001479278 1031672.9814527279, 307112.1839354386 1031677.5210412458, 307116.76728864916 1032599.2610260043))",18
19,,"POLYGON ((308032.2617201699 1032594.7175263357, 308947.7522764752 1032590.1956694335, 308943.2124847281 1031668.463488348, 308027.7001479278 1031672.9814527279, 308032.2617201699 1032594.7175263357))",19
20,,"POLYGON ((308947.7522764752 1032590.1956694335, 309863.2389760655 1032585.6954548286, 309858.7209643425 1031663.9671476368, 308943.2124847281 1031668.463488348, 308947.7522764752 1032590.1956694335))",20
21,,"POLYGON ((309863.2389760655 1032585.6954548286, 310778.7218374426 1032581.2168820543, 310774.2256052749 1031659.4924301284, 309858.7209643425 1031663.9671476368, 309863.2389760655 1032585.6954548286))",21
22,,"POLYGON ((310778.7218374426 1032581.2168820543, 311694.2008791066 1032576.7599506455, 311689.72642602754 1031655.039335358, 310774.2256052749 1031659.4924301284, 310778.7218374426 1032581.2168820543))",22
23,,"POLYGON ((311694.2008791066 1032576.7599506455, 312609.67611955816 1032572.32466014, 312605.22344510356 1031650.6078628637, 311689.72642602754 1031655.039335358, 311694.2008791066 1032576.7599506455))",23
24,,"POLYGON ((312609.67611955816 1032572.32466014, 313525.14757729706 1032567.9110100779, 313520.71668100497 1031646.1980121856, 312605.22344510356 1031650.6078628637, 312609.67611955816 1032572.32466014))",24
25,,"POLYGON ((313525.14757729706 1032567.9110100779, 314440.61527082295 1032563.5190000007, 314436.20615223364 1031641.8097828662, 313520.71668100497 1031646.1980121856, 313525.14757729706 1032567.9110100779))",25
26,,"POLYGON ((314440.61527082295 1032563.5190000007, 315356.079218635 1032559.1486294528, 315351.69187729084 1031637.4431744502, 314436.20615223364 1031641.8097828662, 314440.61527082295 1032563.5190000007))",26
27,,"POLYGON ((315356.079218635 1032559.1486294528, 316271.539439232 1032554.7998979809, 316267.173874678 1031633.0981864844, 315351.69187729084 1031637.4431744502, 315356.079218635 1032559.1486294528))",27
28,,"POLYGON ((316271.539439232 1032554.7998979809, 317186.9959511124 1032550.4728051341, 317182.6521628954 1031628.7748185185, 316267.173874678 1031633.0981864844, 316271.539439232 1032554.7998979809))",28
29,,"POLYGON ((317186.9959511124 1032550.4728051341, 318102.4487727744 1032546.1673504633, 318098.12676044385 1031624.4730701032, 317182.6521628954 1031628.7748185185, 317186.9959511124 1032550.4728051341))",29
30,,"POLYGON ((318102.4487727744 1032546.1673504633, 319017.89792271587 1032541.8835335213, 319013.5976858232 1031620.1929407923, 318098.12676044385 1031624.4730701032, 318102.4487727744 1032546.1673504633))",30
31,,"POLYGON ((319017.89792271587 1032541.8835335213, 319933.34341943386 1032537.6213538644, 319929.0649575331 1031615.934430142, 319013.5976858232 1031620.1929407923, 319017.89792271587 1032541.8835335213))",31
32,,"POLYGON ((319933.34341943386 1032537.6213538644, 320848.7852814257 1032533.3808110501, 320844.5285940729 1031611.6975377104, 319929.0649575331 1031615.934430142, 319933.34341943386 1032537.6213538644))",32
33,,"POLYGON ((320848.7852814257 1032533.3808110501, 321764.223527188 1032529.1619046384, 321759.9886139416 1031607.482263058, 320844.5285940729 1031611.6975377104, 320848.7852814257 1032533.3808110501))",33
34,,"POLYGON ((321764.223527188 1032529.1619046384, 322679.6581752172 1032524.9646341916, 322675.44503563765 1031603.288605747, 321759.9886139416 1031607.482263058, 321764.223527188 1032529.1619046384))",34
35,,"POLYGON ((322679.6581752172 1032524.9646341916, 323595.0892440091 1032520.7889992743, 323590.8978776594 1031599.1165653426, 322675.44503563765 1031603.288605747, 322679.6581752172 1032524.9646341916))",35
36,,"POLYGON ((323595.0892440091 1032520.7889992743, 324510.5167520596 1032516.6349994533, 324506.34715850494 1031594.9661414123, 323590.8978776594 1031599.1165653426, 323595.0892440091 1032520.7889992743))",36
37,,"POLYGON ((324510.5167520596 1032516.6349994533, 325425.94071786373 1032512.5026342975, 325421.79289667145 1031590.8373335251, 324506.34715850494 1031594.9661414123, 324510.5167520596 1032516.6349994533))",37
